ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3000923	TEM-54	1173	protein homolog model	Escherichia coli	0	0.01	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000923	TEM-54	1173	protein homolog model	Klebsiella pneumoniae	0.04	0.07	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000923	TEM-54	1173	protein homolog model	Providencia stuartii	4.35	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000923	TEM-54	1173	protein homolog model	Enterobacter hormaechei	0	0.23	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000923	TEM-54	1173	protein homolog model	Klebsiella quasipneumoniae	0	0.47	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3003092	Enterococcus faecium cls conferring resistance to daptomycin	1175	protein variant model	Enterococcus faecium	0	0.71	1.39	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3003392	Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid	1176	protein variant model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic target alteration; isoniazid
ARO:3003392	Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid	1176	protein variant model	Mycobacterium tuberculosis	0	92.42	100	0	perfect_strict	antibiotic target alteration; isoniazid
ARO:3002322	KPC-12	1177	protein homolog model	Escherichia coli	0	0	0	0.13	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam
ARO:3002322	KPC-12	1177	protein homolog model	Klebsiella pneumoniae	0.05	0.03	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam
ARO:3002322	KPC-12	1177	protein homolog model	Klebsiella pneumoniae	0.05	0.03	0	0.95	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam
ARO:3002322	KPC-12	1177	protein homolog model	Pseudomonas aeruginosa	0	0	0	1.39	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam
ARO:3002094	CMY-81	1178	protein homolog model	Citrobacter freundii	0	0.49	0	0	perfect	antibiotic inactivation; cephamycin
ARO:3002094	CMY-81	1178	protein homolog model	Citrobacter freundii	0	0.97	1.55	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002195	IMP-4	1179	protein homolog model	Acinetobacter baumannii	0.07	0.02	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Acinetobacter baumannii	0.07	0.02	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Escherichia coli	0.02	0.03	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Escherichia coli	0.02	0.03	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Klebsiella pneumoniae	0.15	0.17	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Klebsiella pneumoniae	0.16	0.19	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Serratia marcescens	1.45	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Serratia marcescens	1.45	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Acinetobacter pittii	0	0.43	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Acinetobacter pittii	0	0.43	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Klebsiella oxytoca	0	1.56	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Klebsiella oxytoca	0	1.56	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Citrobacter freundii	1.34	0.49	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Citrobacter freundii	1.34	0.49	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Citrobacter amalonaticus	20	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Citrobacter amalonaticus	20	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Enterobacter hormaechei	1.44	0.76	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Enterobacter hormaechei	1.44	0.83	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Enterobacter kobei	1.45	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Enterobacter kobei	1.45	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Klebsiella michiganensis	2.48	1.8	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Klebsiella michiganensis	2.48	1.8	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Klebsiella quasipneumoniae	0.67	1.18	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Klebsiella quasipneumoniae	0.67	1.18	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Leclercia adecarboxylata	15	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Leclercia adecarboxylata	15	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3000791	mdsC	1180	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic efflux; carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; phenicol antibiotic
ARO:3000791	mdsC	1180	protein homolog model	Salmonella enterica	0	0	0.17	0	perfect	antibiotic efflux; carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; phenicol antibiotic
ARO:3000791	mdsC	1180	protein homolog model	Salmonella enterica	0	97.81	91.74	5.96	perfect_strict	antibiotic efflux; carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; phenicol antibiotic
ARO:3000791	mdsC	1180	protein homolog model	Klebsiella pneumoniae	0	0.01	0	0	perfect_strict	antibiotic efflux; carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; phenicol antibiotic
ARO:3000783	cmeA	1181	protein homolog model	Campylobacter jejuni	0	95.83	99.55	0	perfect_strict	antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; fusidic acid; macrolide antibiotic
ARO:3000783	cmeA	1181	protein homolog model	Campylobacter coli	0	2.26	6.98	0	perfect_strict	antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; fusidic acid; macrolide antibiotic
ARO:3001965	CTX-M-105	1182	protein homolog model	Klebsiella pneumoniae	0	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3000191	tetQ	1183	protein homolog model	Acinetobacter baumannii	0	0.09	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Bacteroides fragilis	0	22.09	5.56	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Bacteroides fragilis	0	71.17	66.67	45.45	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Pasteurella multocida	0	0.56	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Riemerella anatipestifer	0	8.51	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Enterobacter hormaechei	0	0.08	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Phocaeicola vulgatus	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Prevotella intermedia	0	18.18	19.23	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Prevotella intermedia	0	22.73	23.08	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Parabacteroides distasonis	0	9.28	0	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Parabacteroides distasonis	0	86.6	66.67	50	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Bacteroides ovatus	0	15.49	16.67	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Bacteroides ovatus	0	85.92	50	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Butyricimonas faecalis	0	0	100	50	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Eubacterium maltosivorans	0	50	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Phocaeicola dorei	0	5.77	11.11	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Phocaeicola dorei	0	92.31	88.89	60	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000191	tetQ	1183	protein homolog model	Muribaculaceae bacterium	0	0	0	100	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3001660	OXA-176	1185	protein homolog model	Acinetobacter baumannii	0	0.07	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001660	OXA-176	1185	protein homolog model	Enterobacter hormaechei	0	0.08	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002841	vatB	1189	protein homolog model	Staphylococcus aureus	0	0.03	0	0	perfect	antibiotic inactivation; streptogramin antibiotic
ARO:3002841	vatB	1189	protein homolog model	Staphylococcus aureus	0	0.03	0	0	perfect_strict	antibiotic inactivation; streptogramin antibiotic
ARO:3002841	vatB	1189	protein homolog model	Staphylococcus epidermidis	0.76	0.88	1.75	0	perfect	antibiotic inactivation; streptogramin antibiotic
ARO:3002841	vatB	1189	protein homolog model	Staphylococcus epidermidis	0.76	0.88	1.75	0	perfect_strict	antibiotic inactivation; streptogramin antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Staphylococcus aureus	0	0.01	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Salmonella enterica	0	0.04	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Escherichia coli	0	1.54	7.74	0.51	perfect	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Escherichia coli	0.02	30.08	49.7	2.04	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Klebsiella pneumoniae	0	0.17	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Haemophilus influenzae	0	0.15	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Serratia marcescens	0	0.18	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Klebsiella oxytoca	0	0.78	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Shigella sonnei	0	3.95	100	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Shigella dysenteriae	0	65.52	90.91	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Shigella flexneri	0	4.51	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Enterobacter hormaechei	0	0.08	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Mycobacterium avium	0	0.63	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Shigella boydii	0	90.8	100	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Enterobacter roggenkampii	0	0.88	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Escherichia albertii	0	3.57	0	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Escherichia fergusonii	0	95	100	0	perfect_strict	acridine dye; antibiotic efflux; disinfecting agents and intercalating dyes; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3002370	VEB-1	1192	protein homolog model	Providencia stuartii	0	3.33	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Providencia rettgeri	0	10.53	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Providencia rettgeri	0	10.53	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Enterobacter hormaechei	0	0.08	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Pseudomonas aeruginosa	1.2	0.09	0.26	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Vibrio parahaemolyticus	0	0.15	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Pseudomonas aeruginosa	1.2	0.11	0.26	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Acinetobacter baumannii	0	0.12	0.36	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Acinetobacter baumannii	0	0.17	0.36	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Aeromonas veronii	3.23	0	3.57	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Aeromonas veronii	3.23	0	3.57	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Klebsiella quasipneumoniae	0.33	0.71	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Klebsiella quasipneumoniae	0.33	0.71	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Klebsiella pneumoniae	0.16	0.19	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Enterobacter hormaechei	0	0.08	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Providencia stuartii	0	3.33	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002370	VEB-1	1192	protein homolog model	Klebsiella pneumoniae	0.18	0.19	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3001111	SHV-55	1195	protein homolog model	Klebsiella pneumoniae	0	0.04	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001111	SHV-55	1195	protein homolog model	Klebsiella pneumoniae	0	0.22	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001619	OXA-71	1196	protein homolog model	Acinetobacter baumannii	0	1.07	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001619	OXA-71	1196	protein homolog model	Acinetobacter baumannii	0	1.23	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	1197	protein variant model	Micrococcus luteus	0	5	8.33	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	1197	protein variant model	Mycobacterium tuberculosis	0	13.29	23.48	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	1197	protein variant model	Bifidobacterium longum	0	5.37	20.63	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	1197	protein variant model	Bifidobacterium breve	0	10.94	10.42	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	1197	protein variant model	Corynebacterium jeikeium	0	31.58	50	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	1197	protein variant model	Corynebacterium urealyticum	0	0	100	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	1197	protein variant model	Schaalia odontolytica	0	20	50	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3003395	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	1197	protein variant model	Trueperella pyogenes	0	10	18.18	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3003107	mefB	1198	protein homolog model	Salmonella enterica	0	0.11	0	0	perfect	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Salmonella enterica	1.58	1.33	0	0.66	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Escherichia coli	0.16	0.11	0.09	0	perfect	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Escherichia coli	0.87	0.94	0.25	0.38	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Klebsiella pneumoniae	0.11	0.17	0	0	perfect	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Klebsiella pneumoniae	0.73	4.05	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Proteus mirabilis	0	1.03	1.32	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Shigella sonnei	0	0.08	0	0	perfect	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Shigella sonnei	0	0.78	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Pasteurella multocida	0	0	1.22	16.67	perfect	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Pasteurella multocida	0	0	1.22	16.67	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Shigella flexneri	0	0.2	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Citrobacter freundii	0	0.49	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Enterobacter asburiae	0	0.85	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Enterobacter hormaechei	0	0.15	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Citrobacter werkmanii	0	7.69	0	0	perfect	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Citrobacter werkmanii	0	7.69	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Yersinia enterocolitica	0	1.27	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Shigella boydii	0	2.3	0	0	perfect	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Shigella boydii	0	5.75	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Acinetobacter indicus	2.13	0	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Escherichia albertii	2.63	2.38	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Escherichia fergusonii	1.75	0	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3003107	mefB	1198	protein homolog model	Klebsiella quasipneumoniae	0.33	0.47	0	0	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3001352	SHV-168	1199	protein homolog model	Klebsiella pneumoniae	0	0.29	0.11	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001352	SHV-168	1199	protein homolog model	Klebsiella pneumoniae	0	0.34	0.11	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3000251	msrA	1200	protein homolog model	Acinetobacter baumannii	0	0.02	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Staphylococcus aureus	3.89	16.08	1.26	0.86	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Salmonella enterica	0	0.02	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Pseudomonas aeruginosa	0	0.02	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Listeria monocytogenes	0	0.07	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Staphylococcus haemolyticus	3.45	51.75	29.41	13.33	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Bacillus subtilis	0	0.46	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Staphylococcus epidermidis	5.34	27.98	1.75	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Streptococcus suis	0	0.08	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Staphylococcus hominis	7.89	29.51	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Moraxella osloensis	0	12.5	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000251	msrA	1200	protein homolog model	Staphylococcus pasteuri	0	15	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
